title,code,url,types,featured,applications_open,applications_close,intake,duration,fees,area_of_interest
Compliance Risk Framework,(FIN575),https://www.suss.edu.sg/courses/detail/fin575,"IHL Micro-Credentials, Modular Graduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$2640,Compliance
"Compliance, Regulations and the Regulatory Environment",(FIN571),https://www.suss.edu.sg/courses/detail/fin571,"IHL Micro-Credentials, Modular Graduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$2640,Compliance
Computational Thinking,(ICT101),https://www.suss.edu.sg/courses/detail/ict101,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1606,Science and Technology
Computer Architecture,(ICT114),https://www.suss.edu.sg/courses/detail/ict114,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1606,Science and Technology
Computer Communications,(ENG305),https://www.suss.edu.sg/courses/detail/eng305,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Science and Technology
Computer Music Composition Techniques,(MTD307),https://www.suss.edu.sg/courses/detail/mtd307,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1606,Digital Media
Computer Network and Network Security,(FIN529),https://www.suss.edu.sg/courses/detail/fin529,"IHL Micro-Credentials, Modular Graduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1320,Finance
Computer Networking,(ICT259),https://www.suss.edu.sg/courses/detail/ict259,"IHL Micro-Credentials, Modular Undergraduate Course, SkillsFuture Series",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1606,Science and Technology
Construction Economics,(BPM201),https://www.suss.edu.sg/courses/detail/bpm201,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Built Environment
Construction Law,(BPM105),https://www.suss.edu.sg/courses/detail/bpm105,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Built Environment
Construction Measurement (2 of 4) Architectural and M&E Works,(QSM202),https://www.suss.edu.sg/courses/detail/qsm202,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1606,Built Environment
Construction Measurement (4 of 4) Specialist Work,(QSM302),https://www.suss.edu.sg/courses/detail/qsm302,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1606,Built Environment
Construction Technology,(BPM113),https://www.suss.edu.sg/courses/detail/bpm113,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Built Environment
Consumer Behaviour,(MKT351),https://www.suss.edu.sg/courses/detail/mkt351,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Business Administration
Consumer Insights with Google Analytics,(MKT554),https://www.suss.edu.sg/courses/detail/mkt554,"IHL Micro-Credentials, Modular Graduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1320,Business Administration
Contemporary Literature,(ELT376),https://www.suss.edu.sg/courses/detail/elt376,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Linguistics and Languages
Contemporary Media Literacy,(GSP162),https://www.suss.edu.sg/courses/detail/gsp162,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,General Studies
Contemporary Singapore Malay Theatre,(MLL261),https://www.suss.edu.sg/courses/detail/mll261,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Linguistics and Languages
Contemporary Topics in Technology and Business,(IPM561),https://www.suss.edu.sg/courses/detail/ipm561,"IHL Micro-Credentials, Modular Graduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$3000,Business Administration
Contract Administration,(BPM109),https://www.suss.edu.sg/courses/detail/bpm109,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Built Environment
Contract and Agency Law,(BUS201),https://www.suss.edu.sg/courses/detail/bus201,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Business Administration
Corporate and Individual Income Tax,(TAX503),https://www.suss.edu.sg/courses/detail/tax503,"IHL Micro-Credentials, Modular Graduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$2640,Business Administration
Corporate Communication,(COM302),https://www.suss.edu.sg/courses/detail/com302,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Humanities and Social Sciences
Corporate Governance and Corporate Social Responsibility,(BUS558),https://www.suss.edu.sg/courses/detail/bus558,"IHL Micro-Credentials, Modular Graduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1320,Management
Cost Management for C&S Works,(BPM209),https://www.suss.edu.sg/courses/detail/bpm209,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1606,Built Environment
Cost Planning and Estimation,(BPM307),https://www.suss.edu.sg/courses/detail/bpm307,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Built Environment
Cost-Benefit Analysis and Sustainability,(ECO302),https://www.suss.edu.sg/courses/detail/eco302,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Business Administration
Creating Immersive VR Experiences,(MTD370),https://www.suss.edu.sg/courses/detail/mtd370,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1606,Digital Media
Creative Advertising and Copywriting,(COM259),https://www.suss.edu.sg/courses/detail/com259,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Humanities and Social Sciences
Creative Design Fundamentals,(MTD111),https://www.suss.edu.sg/courses/detail/mtd111,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Digital Media
Creative Drawing,(BAE103),https://www.suss.edu.sg/courses/detail/bae103,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$2676,Adult Learning
Creative Writing: Prose,(ELT256),https://www.suss.edu.sg/courses/detail/elt256,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Linguistics and Languages
Cross-Border Tax Planning,(TAX523),https://www.suss.edu.sg/courses/detail/tax523,"IHL Micro-Credentials, Modular Graduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$2640,Business Administration
Cross-Cultural Intelligence at the Workplace,(HBC263),https://www.suss.edu.sg/courses/detail/hbc263,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Humanities and Social Sciences
Cryptography,(MTH352),https://www.suss.edu.sg/courses/detail/mth352,"IHL Micro-Credentials, Modular Undergraduate Course, SkillsFuture Series",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Science and Technology
Current Debates and Developments in Positive Psychology and Well-being,(RSS551),https://www.suss.edu.sg/courses/detail/rss551,"IHL Micro-Credentials, Modular Graduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$2640,Humanities and Social Sciences
Customer Experience Management,(MGT554),https://www.suss.edu.sg/courses/detail/mgt554,"IHL Micro-Credentials, Modular Graduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1320,Management
Customer Relationship Management,(BUS354),https://www.suss.edu.sg/courses/detail/bus354,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Business Administration
Data Analysis for Economics and Business,(ECO206),https://www.suss.edu.sg/courses/detail/eco206,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Business Administration
Data Analytics for Managers,(ANL552),https://www.suss.edu.sg/courses/detail/anl552,"IHL Micro-Credentials, Modular Graduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1320,Management
Data Programming,(ICT233),https://www.suss.edu.sg/courses/detail/ict233,"IHL Micro-Credentials, Modular Undergraduate Course, SkillsFuture Series",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1606,Science and Technology
Data Technologies for Financial Modelling,(FIN205),https://www.suss.edu.sg/courses/detail/fin205,"IHL Micro-Credentials, Modular Undergraduate Course, SkillsFuture Series",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Finance
Data Visualisation and Analytics for Social Sector,(NPM513),https://www.suss.edu.sg/courses/detail/npm513,"IHL Micro-Credentials, Modular Graduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$2640,Management
Data Visualisation and Storytelling,(ANL501),https://www.suss.edu.sg/courses/detail/anl501,"IHL Micro-Credentials, Modular Graduate Course, SkillsFuture Series",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$2640,Business Administration
Data Visualisation for Business,(ANL201),https://www.suss.edu.sg/courses/detail/anl201,"IHL Micro-Credentials, Modular Undergraduate Course, SkillsFuture Series",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Business Administration
Data Wrangling,(ANL503),https://www.suss.edu.sg/courses/detail/anl503,"IHL Micro-Credentials, Modular Graduate Course, SkillsFuture Series",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$2640,Business Administration
Database Management Systems,(ICT330),https://www.suss.edu.sg/courses/detail/ict330,"IHL Micro-Credentials, Modular Undergraduate Course, SkillsFuture Series",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1606,Science and Technology
Decision Making for Financial Managers,(FIN304),https://www.suss.edu.sg/courses/detail/fin304,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Finance
Deep Learning & Neural Networks,(AIB552),https://www.suss.edu.sg/courses/detail/aib552,"IHL Micro-Credentials, Modular Graduate Course, SkillsFuture Series",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$2640,Business Administration
Design of Logic Systems,(ENG105),https://www.suss.edu.sg/courses/detail/eng105,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1936,Science and Technology
Design Thinking for Social Innovation,(NPM530),https://www.suss.edu.sg/courses/detail/npm530,"IHL Micro-Credentials, Modular Graduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$2640,Management
Developmental Psychology,(PSY207),https://www.suss.edu.sg/courses/detail/psy207,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Humanities and Social Sciences
Digital Branding,(MKT541),https://www.suss.edu.sg/courses/detail/mkt541,"Certificate Course, IHL Micro-Credentials, Modular Graduate Course, SkillsFuture Series",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$2640,Business Administration
Digital Content Development,(GSP211),https://www.suss.edu.sg/courses/detail/gsp211,Modular Undergraduate Course,FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,General Studies
Digital Electronics Design,(ENG103),https://www.suss.edu.sg/courses/detail/eng103,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1936,Science and Technology
Digital Marketing,(MKT368),https://www.suss.edu.sg/courses/detail/mkt368,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Business Administration
Digital Marketing Analytics,(MKT542),https://www.suss.edu.sg/courses/detail/mkt542,"Certificate Course, IHL Micro-Credentials, Modular Graduate Course, SkillsFuture Series",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$2640,Business Administration
Digital Marketing for Business Expansion,(MKT540),https://www.suss.edu.sg/courses/detail/mkt540,Modular Graduate Course,FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1320,Business Administration
Digital Photography Techniques,(MTD107),https://www.suss.edu.sg/courses/detail/mtd107,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Digital Media
Digital Photography Technology,(MTD105),https://www.suss.edu.sg/courses/detail/mtd105,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Digital Media
Digital Signal Processing,(ENG311),https://www.suss.edu.sg/courses/detail/eng311,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1936,Science and Technology
Digital Twin for Supply Chains,(LOG365),https://www.suss.edu.sg/courses/detail/log365,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Business Administration
Discourse: Critique and Evaluation,(COM103),https://www.suss.edu.sg/courses/detail/com103,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Humanities and Social Sciences
Discovering Language,(ELG101),https://www.suss.edu.sg/courses/detail/elg101,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Linguistics and Languages
Diversity and Inclusion in the Workplace,(HRM358),https://www.suss.edu.sg/courses/detail/hrm358,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Management
"Drama, Theatre and Performance",(ELT374),https://www.suss.edu.sg/courses/detail/elt374,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Linguistics and Languages
Early Years Technology,(ECE374),https://www.suss.edu.sg/courses/detail/ece374,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Adult Learning
Economic Ideas and Models for Business,(ECO202),https://www.suss.edu.sg/courses/detail/eco202,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Business Administration
Economic Security and Culture,(SEC335),https://www.suss.edu.sg/courses/detail/sec335,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Others
Emergency Preparedness and Response Planning,(HFSY217),https://www.suss.edu.sg/courses/detail/hfsy217,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Science and Technology
Emotion,(PSY369),https://www.suss.edu.sg/courses/detail/psy369,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Humanities and Social Sciences
Employment Law and Industrial Relations,(HRM231),https://www.suss.edu.sg/courses/detail/hrm231,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Management
"Employment Law, Policy, and Ethics",(HCM535),https://www.suss.edu.sg/courses/detail/hcm535,"IHL Micro-Credentials, Modular Graduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$2640,Management
Energy Management and Audit,(FMT307),https://www.suss.edu.sg/courses/detail/fmt307,"IHL Micro-Credentials, Modular Undergraduate Course, SkillsFuture Series",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1606,Built Environment
Engineering Economics and Analysis,(ENG207),https://www.suss.edu.sg/courses/detail/eng207,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Science and Technology
Engineering Ethics,(ENG231),https://www.suss.edu.sg/courses/detail/eng231,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Science and Technology
Engineering Mathematics I,(MTH240),https://www.suss.edu.sg/courses/detail/mth240,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1606,Science and Technology
English in Singapore,(ELG355),https://www.suss.edu.sg/courses/detail/elg355,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Linguistics and Languages
Enterprise Systems and Integrated Business Process,(ICT226),https://www.suss.edu.sg/courses/detail/ict226,"IHL Micro-Credentials, Modular Undergraduate Course, SkillsFuture Series",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1606,Science and Technology
Environmental Hazards and Toxicology,(HFS203),https://www.suss.edu.sg/courses/detail/hfs203,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1606,Science and Technology
Environmental Management and Sustainable Development,(HFSY357),https://www.suss.edu.sg/courses/detail/hfsy357,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Science and Technology
ESG Investing,(ESG515),https://www.suss.edu.sg/courses/detail/esg515,"IHL Micro-Credentials, Modular Graduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$2640,Others
Essentials of Bioelectronics,(BME102),https://www.suss.edu.sg/courses/detail/bme102,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1606,Science and Technology
Essentials of Financial Management,(FIN203),https://www.suss.edu.sg/courses/detail/fin203,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Finance
Ethical and Societal Impact of Generative AI,(AAI301),https://www.suss.edu.sg/courses/detail/aai301,Modular Undergraduate Course,FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Science and Technology
Ethical Issues in Security Enforcement,(SEC347),https://www.suss.edu.sg/courses/detail/sec347,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Others
Ethics of AI,(AIB502),https://www.suss.edu.sg/courses/detail/aib502,"IHL Micro-Credentials, Modular Graduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1320,Business Administration
Everyday Psychology,(ABS103),https://www.suss.edu.sg/courses/detail/abs103,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Humanities and Social Sciences
Everyday Sociology,(ABS105),https://www.suss.edu.sg/courses/detail/abs105,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Humanities and Social Sciences
Facilitating Community Engagement,(CSD504),https://www.suss.edu.sg/courses/detail/csd504,"IHL Micro-Credentials, Modular Graduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$2640,Humanities and Social Sciences
Film Festival Internship,(FLM366),https://www.suss.edu.sg/courses/detail/flm366,Modular Undergraduate Course,FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Digital Media
Film Genre: Understanding Types of Film,(FLM201),https://www.suss.edu.sg/courses/detail/flm201,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Digital Media
Finance for Business Decisions,(MGT566),https://www.suss.edu.sg/courses/detail/mgt566,"IHL Micro-Credentials, Modular Graduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1320,Management
Financial Accounting,(ACC201),https://www.suss.edu.sg/courses/detail/acc201,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1629,Business Administration
Financial and Managerial Accounting,(ACC202),https://www.suss.edu.sg/courses/detail/acc202,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1629,Business Administration
Financial and Risk Management for Events,(EMT105),https://www.suss.edu.sg/courses/detail/emt105,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Management
Financial Crime Compliance,(FIN573),https://www.suss.edu.sg/courses/detail/fin573,"Certificate Course, IHL Micro-Credentials, Modular Graduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$2640,Compliance
Financial Cryptography,(FTH387),https://www.suss.edu.sg/courses/detail/fth387,Modular Undergraduate Course,FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Finance
Financial Management in the Digital Economy,(FIN498),https://www.suss.edu.sg/courses/detail/fin498,Modular Undergraduate Course,FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$2922,Finance
Financial Markets,(FIN306),https://www.suss.edu.sg/courses/detail/fin306,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Finance
Financial Statement and Equity Analysis,(FIN569),https://www.suss.edu.sg/courses/detail/fin569,Modular Graduate Course,FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$2640,Finance
Finite Element Analysis of Aerospace Structures,(EAS443),https://www.suss.edu.sg/courses/detail/eas443,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1606,Science and Technology
Fintech Innovation Ecosystem,(FIN557),https://www.suss.edu.sg/courses/detail/fin557,"IHL Micro-Credentials, Modular Graduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1320,Finance
Fire Safety and Engineering,(FMT321),https://www.suss.edu.sg/courses/detail/fmt321,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Built Environment
Fixed Income and Derivative Securities,(FIN358),https://www.suss.edu.sg/courses/detail/fin358,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Finance
Fostering Happiness at Work,(MGT558F),https://www.suss.edu.sg/courses/detail/mgt558f,Modular Graduate Course,FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1320,Management
Foundation IP Law,(IPM501),https://www.suss.edu.sg/courses/detail/ipm501,"IHL Micro-Credentials, Modular Graduate Course, SkillsFuture Series",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$3000,Business Administration
Foundation to Python for AI,(AIB503),https://www.suss.edu.sg/courses/detail/aib503,"IHL Micro-Credentials, Modular Graduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$2640,Business Administration
Functional Genomics,(BME356),https://www.suss.edu.sg/courses/detail/bme356,"IHL Micro-Credentials, Modular Undergraduate Course, SkillsFuture Series",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Science and Technology
Fundamental Aspects of Language Meaning,(TSL503),https://www.suss.edu.sg/courses/detail/tsl503,"IHL Micro-Credentials, Modular Graduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$2200,Linguistics and Languages
Fundamental Aspects of Language Structure,(TSL501),https://www.suss.edu.sg/courses/detail/tsl501,"IHL Micro-Credentials, Modular Graduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$2200,Linguistics and Languages
Fundamentals of Bioengineering,(BME205),https://www.suss.edu.sg/courses/detail/bme205,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1606,Science and Technology
Fundamentals of Chinese-English Translation,(CTI121),https://www.suss.edu.sg/courses/detail/cti121,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Linguistics and Languages
Fundamentals of Corrosion and Fracture Mechanics,(EAS203),https://www.suss.edu.sg/courses/detail/eas203,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1936,Science and Technology
Fundamentals of Data Mining,(ANL303),https://www.suss.edu.sg/courses/detail/anl303,"IHL Micro-Credentials, Modular Undergraduate Course, SkillsFuture Series",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Business Administration
Fundamentals of Facilities Management,(FMT205),https://www.suss.edu.sg/courses/detail/fmt205,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Built Environment
Fundamentals of Intellectual Property Law in Singapore,(GSP171),https://www.suss.edu.sg/courses/detail/gsp171,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$732,General Studies
Fundamentals of Investing,(GSP177),https://www.suss.edu.sg/courses/detail/gsp177,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$732,General Studies
Fundamentals of Mathematics,(MTH105),https://www.suss.edu.sg/courses/detail/mth105,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Science and Technology
Fundamentals of Probability,(MTH210),https://www.suss.edu.sg/courses/detail/mth210,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Science and Technology
Fundamentals of Sustainable Business Practices,(SBP310),https://www.suss.edu.sg/courses/detail/sbp310,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Business Administration
Fundraising and Philanthropy,(NPM505),https://www.suss.edu.sg/courses/detail/npm505,"IHL Micro-Credentials, Modular Graduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$2640,Management
Game Theory and Design Thinking,(FIN207),https://www.suss.edu.sg/courses/detail/fin207,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Finance
"Gaming, Game Addiction and Cyber-Bullying",(YWK503),https://www.suss.edu.sg/courses/detail/ywk503,"IHL Micro-Credentials, Modular Graduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$2640,Social Services
Generative AI Tools and Workflows,(AAI101),https://www.suss.edu.sg/courses/detail/aai101,Modular Undergraduate Course,FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Science and Technology
Genomic Sequence Analysis,(BME355),https://www.suss.edu.sg/courses/detail/bme355,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Science and Technology
Geron-Preneurship and Innovation,(BUS108),https://www.suss.edu.sg/courses/detail/bus108,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Business Administration
Gerontological Counselling,(COU553),https://www.suss.edu.sg/courses/detail/cou553,"IHL Micro-Credentials, Modular Graduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$2640,Social Services
Global Business Experiments,(CDO355),https://www.suss.edu.sg/courses/detail/cdo355,Modular Undergraduate Course,FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Others
Global Capitalism and Inequality,(ABS354),https://www.suss.edu.sg/courses/detail/abs354,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Humanities and Social Sciences
Government and Politics in China,(POL211),https://www.suss.edu.sg/courses/detail/pol211,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Humanities and Social Sciences
